,match_id,date,referee,variable,value,venue,team_id,team_name,team_lineup
190,3916485,2022-09-17 09:00:00,Sunny Sukhvir Gill,xG_for,0.54,H,8416,Colchester United,3 - 4 - 1 - 2
191,3916485,2022-09-17 09:00:00,Sunny Sukhvir Gill,xG_ag,0.74,H,8416,Colchester United,3 - 4 - 1 - 2
192,3916479,2022-09-13 13:45:00,Carl Boyeson,xG_for,0.77,H,10006,Walsall,3 - 5 - 2
193,3916479,2022-09-13 13:45:00,Carl Boyeson,xG_ag,0.6,H,10006,Walsall,3 - 5 - 2
194,3916476,2022-09-17 09:00:00,Andy Haines,xG_for,1.39,H,10196,Carlisle United,3 - 5 - 2
195,3916476,2022-09-17 09:00:00,Andy Haines,xG_ag,0.7,H,10196,Carlisle United,3 - 5 - 2
196,3916477,2022-09-17 09:00:00,Rebecca Welch,xG_for,0.75,H,9784,Crewe Alexandra,4 - 2 - 3 - 1
197,3916477,2022-09-17 09:00:00,Rebecca Welch,xG_ag,0.61,H,9784,Crewe Alexandra,4 - 2 - 3 - 1
198,3916478,2022-09-17 09:00:00,Charles Breakspear,xG_for,0.32,H,9903,Doncaster Rovers,4 - 3 - 3
199,3916478,2022-09-17 09:00:00,Charles Breakspear,xG_ag,0.48,H,9903,Doncaster Rovers,4 - 3 - 3
200,3916487,2022-09-17 09:00:00,Tom Reeves,xG_for,0.21,H,10173,Gillingham,4 - 4 - 2
201,3916487,2022-09-17 09:00:00,Tom Reeves,xG_ag,1.91,H,10173,Gillingham,4 - 4 - 2
202,3916499,2022-09-17 09:00:00,Andy Davies,xG_for,1.28,H,8351,Leyton Orient,4 - 3 - 3
203,3916499,2022-09-17 09:00:00,Andy Davies,xG_ag,0.28,H,8351,Leyton Orient,4 - 3 - 3
204,3916588,2022-09-17 09:00:00,James Oldham,xG_for,0.53,H,10262,Newport County,4 - 4 - 2
205,3916588,2022-09-17 09:00:00,James Oldham,xG_ag,1.29,H,10262,Newport County,4 - 4 - 2
206,3916501,2022-09-17 09:00:00,David Rock,xG_for,0.42,H,282326,Salford City,4 - 3 - 3
207,3916501,2022-09-17 09:00:00,David Rock,xG_ag,1.35,H,282326,Salford City,4 - 3 - 3
208,3916500,2022-09-17 09:00:00,Sam Purkiss,xG_for,2.17,H,8651,Northampton Town,4 - 2 - 3 - 1
209,3916500,2022-09-17 09:00:00,Sam Purkiss,xG_ag,0.34,H,8651,Northampton Town,4 - 2 - 3 - 1
210,3916503,2022-09-17 09:00:00,Will Finnie,xG_for,1.46,H,158316,Sutton United,4 - 4 - 2
211,3916503,2022-09-17 09:00:00,Will Finnie,xG_ag,0.31,H,158316,Sutton United,4 - 4 - 2
212,3916502,2022-09-17 09:00:00,Ross Joyce,xG_for,0.67,H,10007,Stockport County,4 - 1 - 2 - 1 - 2
213,3916502,2022-09-17 09:00:00,Ross Joyce,xG_ag,0.49,H,10007,Stockport County,4 - 1 - 2 - 1 - 2
214,3916384,2022-07-30 09:00:00,Bobby Madden,xG_for,0.21,A,9903,Doncaster Rovers,4 - 3 - 3
215,3916384,2022-07-30 09:00:00,Bobby Madden,xG_ag,1.72,A,9903,Doncaster Rovers,4 - 3 - 3
216,3916381,2022-07-30 09:00:00,Thomas Kirk,xG_for,0.28,A,8647,Crawley Town,3 - 4 - 1 - 2
217,3916381,2022-07-30 09:00:00,Thomas Kirk,xG_ag,2.46,A,8647,Crawley Town,3 - 4 - 1 - 2
218,3916396,2022-07-30 09:00:00,Chris Pollard,xG_for,1.32,A,10005,Grimsby Town,4 - 3 - 3
219,3916396,2022-07-30 09:00:00,Chris Pollard,xG_ag,1.88,A,10005,Grimsby Town,4 - 3 - 3
220,3916395,2022-07-30 09:00:00,Martin Woods,xG_for,1.25,A,8416,Colchester United,4 - 1 - 2 - 1 - 2
221,3916395,2022-07-30 09:00:00,Martin Woods,xG_ag,1.42,A,8416,Colchester United,4 - 1 - 2 - 1 - 2
222,3916383,2022-07-30 09:00:00,Simon Mather,xG_for,0.28,A,10173,Gillingham,4 - 2 - 3 - 1
223,3916383,2022-07-30 09:00:00,Simon Mather,xG_ag,0.62,A,10173,Gillingham,4 - 2 - 3 - 1
224,3916393,2022-07-30 09:00:00,Adam Herczeg,xG_for,1.05,A,9818,Mansfield Town,3 - 5 - 2
225,3916393,2022-07-30 09:00:00,Adam Herczeg,xG_ag,1.03,A,9818,Mansfield Town,3 - 5 - 2
226,3916394,2022-07-30 09:00:00,Andrew Kitchen,xG_for,0.58,A,9784,Crewe Alexandra,4 - 2 - 3 - 1
